slc,soilType,claySurface,claySubsurface,sandSurface,sandSubsurface,siltSurface,siltSubsurface,cfSurface,cfSubsurface,awhcSurface,awhcSubsurface,ppe,ocSurfacePerc,surfacePH,subsurfacePH,surfaceEC,subsurfaceEC,sarSurface,sarSubsurface,E_DEPTH,bd,egdd,a,surfaceFibre,subsurfaceFibre,organicDepth,waterTableDepth,masterHorizon,substrateCF,substrateSilt,substrateClay
618037,21,10.66666667,35,19,24,37.66666667,41,4.666666667,19,12,57,-63.3,1.91,4.9,5.1,0,0,3.02,0.30815,200,0.766666667,1051,0,27,8,38,92,C,14,3,62
618038,13,30.66666667,36,26.33333333,29.5,43,34.5,5.333333333,9,19,80,-91.5,0.4,5.9,5.55,0,0,1.106666667,0.212,200,1.3,1145,0,76,35,25,61,A,49,53,10
618039,11,9.666666667,32,19,23,38.66666667,46.5,3.333333333,9,11.66666667,64.5,-96.8,1.94,5.266666667,5.8,0,0,3.0489,0.4311,200,0.7,1030,0,64,29,5,8,R,36,18,30
618040,1,6.333333333,17,41,64,19,19,1.333333333,4,9.333333333,36,-104.8,1.59,5.5,5.65,0,0,3.702233333,1.34395,200,0.9,1104,0,11,90,17,73,CO,26,46,4
618041,12,20.33333333,11,45.33333333,65.5,34.33333333,22.5,28.33333333,47,8.333333333,24,-128.9,1.473333333,5.4,7.05,0,0,3.46,1.77975,200,0.866666667,1198,0,100,59,81,84,C,5,89,41
618042,8,19.66666667,16,54.66666667,66.5,25,18,3.333333333,4,11.33333333,40,-127,1.366666667,6.066666667,6.45,0,0,2.391333333,1.09365,200,1.1,1195,0,8,1,0,97,A,74,11,20
618043,26,12.66666667,22.5,27,41,27.33333333,36.5,15.66666667,22.5,13.33333333,58.5,-87.9,1.103333333,6.133333333,6.35,0,0,2.058966667,0.65725,200,1.066666667,1119,0,87,9,69,6,R,29,29,23
618044,27,11.33333333,26.5,24.33333333,32,31.33333333,41.5,2.666666667,5.5,15,71.5,-92.9,1.556666667,5.866666667,5.95,0,0,2.374866667,0.4125,200,0.933333333,1122,0,3,99,76,100,CO,46,59,5
619001,7,30.66666667,36,26.33333333,29.5,43,34.5,5.333333333,9,19,80,-124.4,0.4,5.9,5.55,0,0,1.106666667,0.212,200,1.3,1218,0,50,88,28,85,C,59,5,94
619002,6,14.66666667,21.5,21.66666667,43.5,30.66666667,35,15.66666667,20,12.66666667,58,-35.8,1.763333333,5.233333333,6,0,0,1.724433333,0.56425,200,0.933333333,1069,0,26,1,91,69,A,60,51,32
619003,7,24.66666667,30.5,34,34,41.33333333,35.5,5,12.5,16,71,-122,1.02,6.1,6.05,0.1,0,1.969633333,0.474,200,1.1,1187,0,26,13,55,8,R,44,67,72
619004,21,14.33333333,26.5,18.33333333,27,34,46,2.666666667,4,16.66666667,75.5,-45.4,1.653333333,5.733333333,6,0,0,2.104,0.33185,200,0.866666667,1045,0,87,7,96,90,CO,50,27,6
619005,14,28.66666667,35,29.33333333,30.5,42.66666667,35,4.333333333,8.5,16.66666667,72,-103.8,0.87,5.9,5.65,0,0,1.8641,0.306,200,1.133333333,1134,0,12,66,74,54,C,18,18,32
619006,22,26.66666667,33,31.66666667,32,41.66666667,34.5,4.333333333,8.5,16,70.5,-73.3,0.956666667,5.966666667,5.65,0,0,2.101533333,0.38,200,1.1,1131,0,60,20,48,12,A,88,34,7
619007,26,30.66666667,36,26.66666667,32.5,42.66666667,32,5,8,16.33333333,72,-61,0.96,5.566666667,5.35,0,0,1.626666667,0.23275,200,1.1,1095,0,89,70,94,8,R,73,39,87
619008,5,30.66666667,36,26.33333333,29,43,34.5,5.333333333,9,17,74,-71.6,0.79,5.833333333,5.55,0,0,1.626666667,0.232,200,1.133333333,1147,0,75,17,91,97,CO,16,62,16
619009,6,27,39.5,26.66666667,28.5,45.33333333,31.5,4.666666667,9,16.33333333,71.5,-106,0.77,5.733333333,5.25,0,0,1.6791,0.1437,200,1.133333333,1188,0,89,28,35,42,C,88,71,89
619010,17,12,25.5,20.66666667,33,34,41.5,2.666666667,4,16,77,-50.4,1.753333333,5.466666667,6.05,0,0,1.84,0.414,200,0.9,1082,0,39,17,30,4,A,72,53,50
620001,21,12,26,19.66666667,39.5,35,34,15.66666667,41.5,14.33333333,45,25.6,1.296666667,5.333333333,5.55,0,0,2.053333333,0.4568,200,1,950,0,3,6,35,55,R,74,72,0
620002,11,10,34,20,23,36.66666667,43.5,2.666666667,4,12.33333333,70.5,-5.8,2.02,4.733333333,5.35,0,0,2.7,0.41765,200,0.733333333,979,0,48,60,99,11,CO,18,31,76
621001,26,5,25,38,43.5,23.66666667,32,2.666666667,4.5,10,58,-91,1.813333333,5.2,6.45,0,0,3.466666667,0.44265,200,0.8,911,0,33,65,76,47,C,7,14,11
621002,25,13.33333333,28,23.66666667,30.5,29.66666667,42,5,8,18,75.5,-78.5,1.016666667,5.566666667,5.95,0,0,1.423333333,0.34925,200,1.166666667,910,0,1,5,15,84,A,98,66,80
621003,17,9.666666667,30.5,20.66666667,28,36.33333333,42,2,3,12.33333333,69.5,-46.3,2.213333333,4.8,5.55,0,0,2.7,0.4877,200,0.7,898,0,50,23,52,63,R,73,51,27
621004,26,13,31.5,22.66666667,25.5,30.66666667,44,5,10,16.33333333,69,-66.2,1.243333333,5.533333333,5.9,0,0,1.9183,0.2854,200,1.033333333,982,0,31,90,54,39,CO,94,48,71
621005,6,10,31.5,20.33333333,27,36.66666667,42,2.333333333,4.5,13.33333333,74,-52.2,1.946666667,4.8,5.55,0,0,2.267466667,0.46565,200,0.766666667,912,0,54,6,82,71,C,51,96,92
621006,2,13.66666667,33,22.66666667,24.5,30.66666667,42.5,5,11.5,17.33333333,73,-86.5,0.88,5.5,5.7,0,0,1.355766667,0.21885,200,1.133333333,1064,0,77,4,84,82,A,75,88,55
621007,25,14.66666667,18.5,20.66666667,56,31.66666667,25,11.66666667,59,5.666666667,24,-24.2,3.406666667,4.633333333,5.3,0,0,3.584466667,0.8597,200,0.366666667,979,0,39,81,99,87,R,59,55,0
621008,5,10,35.5,19.33333333,16.5,37.33333333,49,3.333333333,5,12.33333333,68.5,-50.3,1.93,5.1,5.6,0,0,3.066666667,0.38015,200,0.7,882,0,26,38,20,85,CO,90,97,62
621009,2,7,8,43,74.5,16.66666667,18,35,59,4,15,-38,2.316666667,5.466666667,6.85,0,0,4.440466667,1.6739,200,0.6,959,0,47,62,8,17,C,36,11,10
621010,1,8.333333333,20.5,22.33333333,43.5,36.33333333,36.5,2.666666667,12,11,55.5,-70.9,2.096666667,5.3,6.05,0,0,2.140666667,0.6366,200,0.666666667,884,0,46,21,38,96,A,77,91,12
621011,18,8.333333333,19.5,24.66666667,42.5,34.33333333,38.5,3,10,12,58,-80.9,1.866666667,5.5,6.3,0,0,2.256666667,0.59925,200,0.766666667,891,0,78,94,57,97,R,12,4,62
621012,19,6.333333333,18,37.66666667,53.5,23.33333333,28.5,2,4,9.666666667,51.5,-85.1,2.13,5.1,5.85,0,0,2.180666667,0.66175,200,0.7,943,0,34,70,16,67,CO,49,79,86
621013,17,8.333333333,21,21.66666667,43,37,36.5,2.666666667,13,11.66666667,60,-73.4,1.836666667,5.333333333,6.1,0,0,1.7651,0.66345,200,0.766666667,941,0,17,30,0,68,C,84,54,91
621014,25,8.333333333,14.5,27.66666667,47,31,38,3.666666667,5,12.66666667,58,-38.6,1.6,5.466666667,6.35,0,0,1.940666667,0.75675,200,0.9,836,0,91,85,0,41,A,54,59,77
622001,23,28.33333333,34.5,31.66666667,36,40,29,4.666666667,9.5,16.66666667,70.5,-110.3,0.57,5.933333333,5.35,0,0,1.533166667,0.2683,200,1.233333333,1157,0,45,29,88,9,R,76,63,55
622002,10,22.33333333,29,40.33333333,42.5,37.66666667,28.5,3,8,13.33333333,59,-124.8,1.146666667,6.033333333,5.55,0,0,2.591733333,0.5155,200,1.033333333,1187,0,68,42,45,68,CO,26,32,14
622003,26,30.66666667,38.5,27,31,42.33333333,31,6,10,15,66.5,-130.9,0.906666667,5.4,5.25,0,0,1.858233333,0.162,200,1.066666667,1185,0,72,53,77,19,C,57,20,56
622004,13,17.33333333,31.5,32,36.5,50.66666667,33,4,6,12.66666667,63.5,-145.2,1.42,5.8,5.9,0,0,2.306666667,0.26035,200,0.966666667,1223,0,42,56,13,84,A,57,11,59
623001,5,28.33333333,34,31.66666667,36,40.66666667,29.5,4.666666667,8.5,15,67.5,-132.8,1.016666667,5.733333333,5.3,0,0,1.6893,0.39515,200,1.1,1173,0,0,19,12,71,R,11,65,14
623002,1,30,32,29.33333333,39.5,40.66666667,28,5,8,14.33333333,65,-127,1.326666667,5.366666667,5.15,0,0,1.384233333,0.32875,200,1,1130,0,25,20,19,21,CO,93,40,58
623003,23,19,15,52.33333333,71,28.33333333,14,2.333333333,3,7.333333333,29.5,-144.1,1.946666667,5.633333333,5.8,0,0,4.193333333,1.41425,200,0.766666667,1182,0,44,41,75,73,C,47,9,79
623004,4,7.666666667,23.5,15,23,44.66666667,53.5,0,1,12,69,-133.8,2.32,5.3,6.05,0,0,2.139566667,0.571,200,0.6,1137,0,51,53,92,19,A,60,100,67
623005,15,6,6,51,85,9.666666667,9,2.333333333,3,6.666666667,22,-136.9,2.09,6.166666667,6.55,0,0,4.208566667,1.99425,200,0.733333333,1116,0,7,60,20,81,R,86,50,90
623006,26,25.66666667,26.5,39,50.5,35.33333333,22,3.666666667,7,6.333333333,30,-140.9,2.883333333,5.466666667,5.7,0,0,4.546666667,0.6785,200,0.466666667,1186,0,11,11,68,64,CO,96,23,42
623007,20,33.33333333,41.5,26,27.5,40.66666667,31,5,9,13,59.5,-127.6,1.28,5.366666667,5.7,0,0.05,2.141333333,0.2964,200,0.933333333,1176,0,7,76,75,33,C,44,23,14
623008,9,29.66666667,37.5,28,31,43,31,6,10,11.66666667,54.5,-147,1.67,5.333333333,5.4,0,0,2.771566667,0.27625,200,0.833333333,1198,0,11,86,45,73,A,28,99,38
623009,21,40.33333333,45.5,22.33333333,24.5,37.66666667,29.5,4.666666667,8,14.66666667,67,-129.8,0.91,5.533333333,5.65,0,0.1,1.728,0.124,200,1.066666667,1250,0,66,44,78,3,R,61,0,53
623010,22,45,51.5,19.33333333,21.5,35.66666667,27,3.666666667,7,7,36,-124.5,2.86,5.466666667,5.65,0,0,4.131333333,0.38695,200,0.433333333,1216,0,11,57,73,94,CO,51,96,78
623011,27,42.66666667,46,23.33333333,26,34,27.5,3.333333333,6,13.33333333,63.5,-127.5,1.033333333,5.5,5.95,0,0.15,1.820666667,0.14475,200,1,1274,0,71,63,23,21,C,58,54,11
623012,1,50.33333333,54.5,17.33333333,16.5,32.33333333,28,2.666666667,4,15.33333333,72,-122.5,0.583333333,5.5,6.2,0,0.2,1.040666667,0.08645,200,1.066666667,1266,0,82,91,51,57,A,45,46,82
623013,19,4,15.5,40.66666667,65.5,22.33333333,19.5,0,0,7,35.5,-109.5,2.243333333,5.433333333,5.7,0,0,4.48,1.2214,200,0.7,1184,0,27,69,76,26,R,42,20,18
623014,1,12.33333333,11,51.66666667,66.5,35.66666667,22.5,0,0,7.333333333,31,-117,1.95,5.566666667,5.9,0,0,4.217766667,1.45425,200,0.766666667,1252,0,10,89,71,82,CO,36,54,79
623015,11,44.66666667,47,21.66666667,23,33.66666667,30,1,1,12.66666667,64.5,-124.4,1.27,5.433333333,6.5,0,0.2,2.129333333,0.24225,200,0.866666667,1271,0,54,53,2,44,C,73,27,65
623016,22,52.33333333,54.5,15.66666667,18,32.33333333,28,0,0,12.66666667,66,-117.7,1.376666667,5.366666667,6.25,0,0.15,2.144666667,0.2471,200,0.833333333,1227,0,79,3,52,72,A,26,59,98
623017,22,39.33333333,46.5,22.66666667,24.5,38,28.5,4.666666667,8,16.66666667,72.5,-118.3,0.616666667,5.6,5.45,0,0,1.164233333,0.176,200,1.166666667,1223,0,47,50,75,6,R,56,34,13
623018,8,19,25.5,45.66666667,50.5,35.66666667,24.5,1,1,12.33333333,54.5,-134.2,1.476666667,5.9,6.05,0,0,3.236666667,0.42915,200,0.966666667,1188,0,88,84,80,78,CO,51,29,98
624001,13,12.33333333,25,22.33333333,35,31.66666667,39.5,2.666666667,5,15.66666667,72.5,-66.9,1.493333333,5.8,5.95,0,0,1.851866667,0.27115,200,0.933333333,1062,0,7,68,58,74,C,85,23,98
624002,29,10.33333333,30.5,19,34.5,37.33333333,36,8.333333333,27,13,54.5,-39.4,1.82,4.733333333,4.95,0,0,1.872233333,0.44685,200,0.8,979,0,4,3,58,50,A,54,64,35
624003,13,12,26,19.33333333,43,35.33333333,31.5,15,44.5,14.66666667,41.5,-48.2,1.283333333,5.233333333,5.3,0,0,2.03,0.4208,200,1,1030,0,83,46,71,64,R,92,63,56
624004,2,12,24,24,39,30.66666667,37,2.666666667,5,15.33333333,71.5,-65.4,1.583333333,5.633333333,5.85,0,0,1.552866667,0.35075,200,0.9,1017,0,60,50,95,98,CO,32,67,16
625001,13,12,23.5,24.33333333,40,30.33333333,36.5,2.666666667,5,14,65.5,-100,1.843333333,5.566666667,5.85,0,0,2.001766667,0.356,200,0.8,1071,0,77,56,75,53,C,50,54,59
625002,25,7.333333333,14.5,31,55,28.66666667,30.5,19.66666667,27,8.666666667,42.5,-108.8,2.05,5.166666667,6.45,0,0,2.612,1.1545,200,0.7,942,0,43,60,68,3,A,14,44,50
625003,12,8,20,32,44.5,27.33333333,35.5,2.666666667,5.5,11.66666667,58.5,-119.9,1.986666667,5.5,6.05,0,0,2.255966667,0.69675,200,0.766666667,1068,0,37,10,8,18,R,89,44,9
625004,2,5.666666667,18,40.33333333,56,20.66666667,27,1.333333333,4,7.666666667,43.5,-128.1,2.44,5.166666667,5.85,0,0,3.255566667,0.63085,200,0.633333333,1064,0,85,16,8,79,CO,61,63,40
625005,27,10.33333333,19,33,49.5,24,31,6.666666667,12,12.66666667,54,-122.2,1.486666667,6.7,7.2,0,0,2.672233333,0.64725,200,1,1022,0,25,74,78,36,C,62,27,21
625006,30,6.666666667,5,40,69.5,20.33333333,25.5,0,0,10.33333333,36,-146.8,1.553333333,7.6,7.9,0,0,3.46,2.163,200,0.933333333,1025,0,57,26,59,63,A,50,13,60
625007,8,7.666666667,9,42.66666667,54,49.66666667,37,0,1.5,11.66666667,44,-148.8,0.66,8.066666667,7.85,0,0,5.099633333,3.07025,200,1.066666667,987,0,53,76,42,73,R,57,95,83
625008,20,8,20,32,44.5,27.33333333,35.5,2.666666667,5.5,11.66666667,58.5,-132.4,1.986666667,5.5,6.05,0,0,2.255966667,0.69675,200,0.766666667,1076,0,81,13,53,53,CO,5,26,68
625009,2,8,20,32,44.5,27.33333333,35.5,2.666666667,5.5,11.66666667,58.5,-130.9,1.986666667,5.5,6.05,0,0,2.255966667,0.69675,200,0.766666667,1067,0,4,67,1,3,C,55,28,85
625010,21,8,20.5,32.33333333,45.5,27,35,2,5.5,10.33333333,53.5,-99,2.25,5.4,5.9,0,0,2.666866667,0.667,200,0.666666667,1070,0,36,11,91,83,A,15,42,43
625011,6,9.333333333,24.5,17.66666667,36.5,40.33333333,39.5,1.333333333,12.5,12,55,-96.2,1.673333333,5.666666667,6,0,0,2.958266667,0.52975,200,0.733333333,1078,0,5,80,33,85,R,82,77,86
626001,11,29.66666667,38,27,31,42.33333333,31,6,10,13.66666667,60.5,-109.7,1.28,5.5,5.4,0,0,2.251566667,0.25625,200,0.966666667,1145,0,75,30,56,9,CO,20,15,80
626002,2,20.66666667,27.5,50,49,29.66666667,23.5,3.333333333,7,11.66666667,51.5,-105.1,1.053333333,5.766666667,5.5,0,0,3.0164,0.868,200,1.066666667,1101,0,67,9,70,99,C,69,55,50
626003,24,30.66666667,38.5,27,31,42.33333333,31,6,10,15,66.5,-82,0.906666667,5.4,5.25,0,0,1.858233333,0.162,200,1.066666667,1130,0,48,22,63,17,A,3,96,7
626004,1,26.66666667,35.5,28.33333333,33.5,45,31,3.666666667,7,7,36.5,-94.2,2.936666667,5.366666667,5.6,0,0,4.423333333,0.4085,200,0.433333333,1134,0,3,100,99,25,R,24,34,57
626005,18,29,37.5,28,31,43,31,6,10,15,66.5,-105.2,0.906666667,5.3,5.25,0,0,1.867333333,0.173,200,1.066666667,1193,0,5,75,76,30,CO,23,12,98
626006,16,27.33333333,36,27.66666667,32.5,44.66666667,31,4.666666667,7,13.33333333,61,-94,1.523333333,5.533333333,5.4,0,0,2.706666667,0.27425,200,0.9,1146,0,100,40,96,40,C,21,98,86
626007,15,44.66666667,49.5,20.33333333,21,35,29,3.666666667,6,10,48,-99.2,2.05,5.433333333,5.9,0,0.1,3.098,0.2954,200,0.633333333,1180,0,54,16,20,26,A,43,78,24
626008,6,49.66666667,51.5,19.66666667,19,31,29,1,1,13,64.5,-106.6,1.15,5.433333333,6.75,0,0.25,1.836666667,0.21425,200,0.9,1217,0,3,62,60,36,R,17,47,45
626009,2,29,37.5,28,31,43,31,6,10,15,66,-95.7,0.893333333,5.433333333,5.4,0,0,1.740666667,0.24725,200,1.066666667,1214,0,7,64,49,97,CO,15,79,77
627001,21,6.666666667,18,31,47,29,34.5,3.666666667,5,11.66666667,59.5,-85,1.6,5.133333333,6.3,0,0,2.273333333,0.68925,200,0.9,942,0,49,50,87,59,C,89,13,35
627002,24,8.333333333,20,24,44,34.66666667,36.5,3,10,11,57,-110.5,2.086666667,5.3,6.05,0,0,2.105333333,0.6395,200,0.7,1016,0,47,32,25,31,A,18,81,59
627003,12,8,26.5,14.33333333,26,44.66666667,48,0.666666667,4.5,10.33333333,66,-113.2,2.556666667,5,5.95,0,0,2.204433333,0.5215,200,0.533333333,1039,0,89,16,22,72,R,38,44,74
627004,24,6.666666667,21.5,25.66666667,48.5,34.33333333,30.5,1.666666667,13,9.333333333,51.5,-70.1,1.993333333,5.2,5.8,0,0,2.397766667,0.61585,200,0.666666667,950,0,39,89,95,86,CO,60,13,93
627005,8,7.666666667,21,24,48.5,35,31.5,1.666666667,13.5,10,52,-69.6,2.103333333,5.3,5.85,0,0,2.2551,0.5917,200,0.666666667,990,0,67,3,35,23,C,11,70,25
627006,14,8.666666667,23,22.66666667,37,35.66666667,40.5,3,15.5,12.33333333,65.5,-83.2,1.5,5.466666667,5.8,0,0,2.189566667,0.37875,200,0.8,931,0,71,70,18,40,A,87,24,88
628001,20,10.66666667,23,14,44.5,42,32.5,2.666666667,28,16,52,-13.6,1.256666667,5.166666667,5.15,0,0,1.811333333,0.4586,164.8,0.933333333,705,0,87,10,3,60,R,63,38,67
628002,14,8,20.5,20,39.5,39.66666667,41,4.666666667,22.5,13.66666667,58,-48.7,1.636666667,5.333333333,5.8,0,0,1.9609,0.559,200,0.833333333,723,0,63,42,45,46,CO,84,88,30
628003,9,10,22.5,23,38,34.33333333,39.5,3.666666667,15.5,12.33333333,64.5,-53.2,1.546666667,5.6,5.75,0,0,2.095466667,0.62965,169.5,0.8,783,0,61,25,94,34,C,34,79,78
628004,12,10.33333333,20,13,44.5,43.33333333,35,6,35,14.66666667,46,7.6,1.296666667,5.9,6.05,0,0,2.1578,0.7025,120,0.9,535,0,28,29,71,7,A,53,84,31
628005,27,13.66666667,19,19.66666667,49.5,33.66666667,32,2.333333333,23.5,15.33333333,49.5,-16.6,1.476666667,5.766666667,5.35,0,0,1.9132,1.05695,139,0.866666667,552,0,62,14,43,23,R,12,13,5
628006,16,8,20.5,20,39.5,39.66666667,41,4.666666667,22.5,13.66666667,58,-120.2,1.636666667,5.333333333,5.8,0,0,1.9609,0.559,200,0.833333333,828,0,62,66,57,98,CO,9,3,71
628007,30,9.666666667,22.5,25.33333333,38.5,32.66666667,38.5,3.666666667,15.5,12,65,-75.6,1.513333333,5.533333333,5.8,0,0,2.142666667,0.3875,182.5,0.833333333,747,0,85,29,82,56,C,79,95,29
628008,29,8.333333333,24,27.33333333,21,31.33333333,55,0,1.5,13.66666667,80,-117.7,1.473333333,5.533333333,6.35,0,0,3.118966667,0.37215,200,0.866666667,895,0,1,60,74,26,A,92,7,38
628009,30,13.66666667,19,19.66666667,49.5,33.66666667,32,2.333333333,23.5,15.33333333,49.5,-41,1.476666667,5.766666667,5.35,0,0,1.9132,1.05695,139,0.866666667,609,0,44,17,93,10,R,80,65,35
629001,22,20.66666667,28,41.33333333,40.5,38.33333333,32.5,3.666666667,14,13,52,-111.2,1.02,5.633333333,6.35,0,0,2.254066667,0.37865,200,1.033333333,1145,0,68,5,86,10,CO,58,3,8
629002,7,20.66666667,28,42.33333333,41,37.33333333,31.5,3.666666667,15,14.33333333,55.5,-102.9,0.643333333,5.633333333,6.45,0,0,1.801833333,0.3345,200,1.133333333,1044,0,57,10,54,9,C,97,21,11
629003,30,19,28,46.66666667,47,34.33333333,26,3.666666667,13,13,56.5,-111.9,0.873333333,5.433333333,6.4,0,0,1.993333333,0.29515,200,1.1,1016,0,91,94,49,81,A,64,59,47
629004,17,21.33333333,18.5,49,61.5,30,20.5,18.33333333,30,11.33333333,38,-110.8,0.813333333,5.966666667,6.9,0,0,2.796666667,1.1289,200,1.166666667,978,0,18,40,94,17,R,11,93,11
629005,16,19,28,46.66666667,47,34.33333333,26,3.666666667,13,13,56.5,-117.3,0.873333333,5.433333333,6.4,0,0,1.993333333,0.29515,200,1.1,974,0,60,30,60,29,CO,37,7,96
629006,9,18,28,46,45.5,36.33333333,27,3.333333333,11,10.66666667,49.5,-132.4,1.636666667,5.433333333,6.15,0,0,2.897766667,0.3834,200,0.866666667,1074,0,9,100,7,28,C,69,26,1
629007,18,36.66666667,48.5,28.33333333,15,35.66666667,37,2,6,16.33333333,73,-144,1.23,5.733333333,6.15,0,0,1.534366667,0.1762,200,0.966666667,1038,0,72,80,77,43,A,38,15,77
629008,15,25,36.5,31.66666667,32.5,43.33333333,31,3.666666667,9,16.66666667,71,-141.2,0.666666667,5.966666667,5.45,0,0,1.637566667,0.16465,200,1.166666667,959,0,38,32,70,84,R,16,17,47
630001,16,27.33333333,37,28.33333333,31,45,31.5,5.666666667,9,13,60.5,-109.7,1.44,5.433333333,5.6,0,0,2.3551,0.3214,200,0.9,1243,0,35,61,46,4,CO,85,20,66
630002,19,39.33333333,46.5,22.66666667,24.5,38,28.5,4.666666667,8,16.66666667,73,-111.1,0.623333333,5.5,5.4,0,0,1.227566667,0.13885,200,1.166666667,1220,0,64,82,80,52,C,2,42,74
630003,13,30.33333333,36.5,31.66666667,35.5,38,28,6,13,14.66666667,61,-100.1,0.886666667,5.733333333,5.65,0,0,1.722233333,0.24025,200,1.133333333,1206,0,2,31,60,45,A,96,74,0
630004,27,27.66666667,33,35,40,37.33333333,27,5.666666667,12,14,58.5,-104,1.026666667,5.6,5.65,0,0,1.997566667,0.19475,200,1.066666667,1177,0,20,17,47,78,R,66,57,28
631001,12,33.33333333,37,20.66666667,19.5,46.33333333,44.5,10,19.5,17.66666667,74.5,-171.2,0.646666667,5.833333333,6.35,0,0,1.022466667,0.28885,200,1.166666667,999,4.24,46,58,25,10,CO,54,83,42
631002,9,27,29,34.66666667,31.5,38.66666667,40,11.66666667,27.5,17,61,-148.2,0.623333333,6.066666667,6.45,0,0,1.2448,0.736,165.5,1.2,865,0,81,38,79,54,C,23,0,70
632001,3,1.333333333,5.5,58.66666667,88.5,6.666666667,6.5,0.666666667,1,3.666666667,19,-214.9,3.496666667,5.133333333,5.95,0,0,5.215133333,1.20335,200,0.4,1357,12.98,67,41,14,66,A,72,86,81
632002,23,1.333333333,11.5,29.33333333,69,3,19.5,17.33333333,30,3,20.5,-208.2,2.77,5.766666667,6.2,0,0,4.226666667,1.215,100,0.566666667,1348,11.64,23,55,11,17,R,54,36,61
632003,28,1.333333333,12,29.33333333,70.5,3,18,17.66666667,31,3.333333333,23.5,-198.7,2.53,5.766666667,6.3,0,0,3.830266667,1.42165,200,0.633333333,1327,9.74,99,42,16,74,CO,1,62,71
632004,23,2,3,58,93.5,7,4.5,0.666666667,1,4,16.5,-236.6,2.893333333,4.966666667,5.6,0,0,5.22,1.64,200,0.6,1415,17.32,49,8,92,77,C,94,5,30
632005,25,1.333333333,11.5,29.33333333,69.5,3,19,23,41,3.333333333,22.5,-226.4,2.093333333,5.766666667,6.2,0,0,3.648466667,1.62335,200,0.766666667,1389,15.28,58,18,50,19,A,26,2,79
632006,26,1.333333333,11.5,29.33333333,70.5,3,18,20.33333333,36,3.333333333,24,-211.3,2.253333333,5.8,6.3,0,0,3.640266667,1.57415,200,0.733333333,1356,12.26,58,98,19,9,R,27,52,42
632007,2,1.333333333,12,29.33333333,70.5,3,18,17.66666667,31,3.333333333,23.5,-169.7,2.53,5.766666667,6.3,0,0,3.830266667,1.42165,200,0.633333333,1254,3.94,33,88,39,11,CO,42,35,95
632008,4,15,38.5,8,27.5,43.66666667,34.5,0.333333333,4,7.333333333,45,-219.5,3.633333333,4.766666667,6.1,0,0,4.16,0.26065,200,0.333333333,1374,13.9,83,49,14,38,C,0,9,71
632009,30,3.666666667,10,52,84,10.66666667,6,2,22,7,18,-239.2,2.086666667,4.533333333,5.9,0,0,3.848133333,2.1556,120,0.7,1430,17.84,7,6,85,39,A,9,91,62
632010,22,18.66666667,16,42.33333333,44,39.33333333,40,5.666666667,7,13.66666667,61.5,-231.3,1.08,6.3,7.2,0,0,2.093333333,1.06,200,1,1419,16.26,49,96,24,34,R,56,98,42
632011,17,5.666666667,22,42.33333333,54.5,19,23,1.666666667,7.5,7.333333333,43.5,-217.3,2.863333333,5.066666667,6.4,0,0,4.146666667,1.13135,200,0.533333333,1385,13.46,39,57,39,49,CO,89,40,14
633001,11,1.333333333,11.5,29.33333333,70.5,3,18,20.33333333,36,3.333333333,24,-176.5,2.253333333,5.8,6.3,0,0,3.640266667,1.57415,200,0.733333333,1251,5.3,91,28,85,82,C,37,66,48
633003,17,1.333333333,11.5,29.33333333,70.5,3,18,20.33333333,36,3.333333333,24,-152.9,2.253333333,5.8,6.3,0,0,3.640266667,1.57415,200,0.733333333,1210,0.58,54,39,17,71,A,85,56,82
633011,13,1.333333333,12,29.33333333,70.5,3,17.5,5.666666667,11,2.666666667,21.5,-170.7,3.766666667,5.1,5.9,0,0,4.788466667,0.70835,200,0.3,1253,4.14,32,36,79,50,R,55,72,63
633016,19,1.333333333,12,29.33333333,70.5,3,18,17.66666667,31,3.333333333,23.5,-166.4,2.53,5.766666667,6.3,0,0,3.830266667,1.42165,200,0.633333333,1232,3.28,6,47,50,48,CO,23,98,5
633021,15,1.333333333,11.5,29.33333333,69,3,19.5,25.66666667,45,3,21,-162.1,1.93,5.8,6.1,0,0,3.656666667,1.6725,200,0.833333333,1222,2.42,10,79,25,60,C,79,57,73
633025,30,1.333333333,11.5,29.33333333,69,3,19.5,23,40,3,21,-171.3,2.21,5.766666667,6.15,0,0,3.846666667,1.52,200,0.733333333,1259,4.26,100,18,85,28,A,21,29,27
634001,11,7.666666667,28.5,15.33333333,42,10.33333333,29.5,2,8.5,7,46.5,-177.3,3.513333333,5.033333333,6.3,0,0,3.773333333,0.34535,200,0.366666667,1268,5.46,88,4,70,24,R,47,23,94
634002,29,7.666666667,25.5,15.33333333,44.5,10.33333333,30,2.666666667,5,5.666666667,32.5,-156.9,3.613333333,4.5,5.3,0,0,4.404666667,0.3,200,0.333333333,1216,1.38,18,75,47,59,CO,19,98,47
634003,18,1.333333333,11.5,29.33333333,69,3,19.5,23,40,3,21,-146.5,2.21,5.766666667,6.15,0,0,3.846666667,1.52,200,0.733333333,1190,0,88,27,35,44,C,87,17,63
635001,14,12.66666667,28.5,16,39,37.66666667,32.5,4,10.5,10.66666667,59,-193,2.583333333,4.766666667,6.05,0,0,3.061333333,0.3135,200,0.566666667,1317,8.6,98,73,64,50,A,44,24,50
